MLBAMID,Age,ERA,RS_per_9,K_per_9,BB_per_9,H_per_9,HR_per_9,AVG,WHIP,BABIP,LOB_pct,GB_pct,LD_pct,FB_pct,GB_to_FB,HR_to_FB,IFH_pct,FIP,SIERA,Stuff_plus,Location_plus,Pitching_plus,Predicted Delta ERA,Predicted Delta FIP,Predicted Delta WHIP,Predicted Delta SIERA
543022,31,5.625,4.5,10.6875,5.90625,7.3125,0.5625,0.216666667,1.46875,0.3,0.6017,0.5,0.292682926,0.207317073,2.411764705,0.117647058,0.048780487,3.951280308,4.257840262,112.6998308,90.62673435,93.84483926,0.069341938,-1.814941065,-0.081747153,-0.692298732
518858,35,5.684222509,3.789481673,6.631592928,5.684222509,7.578963346,3.315796464,0.216216216,1.473687317,0.169811321,0.7292,0.333333333,0.2,0.466666666,0.714285714,0.25,0.05,8.538462678,5.692383216,105.2866545,95.05513776,96.62117149,0.409823688,2.786494778,0.076222523,0.630567069
533167,34,12.1034443,4.655170883,5.58620506,5.58620506,13.03447847,3.724136706,0.325581395,2.068964837,0.303030303,0.5195,0.444444444,0.222222222,0.333333333,1.333333333,0.333333333,0.0625,9.48037306,5.740580377,83.61473684,97.94,97.68052632,3.881100973,1.803588845,-0.241738427,-0.052049424
544727,31,3.943822338,6.219104456,10.92135417,4.095507812,8.646072048,1.516854745,0.244635193,1.415731096,0.311258278,0.7639,0.50955414,0.216560509,0.27388535,1.860465116,0.232558139,0.1125,4.400368046,3.564762326,87.43724138,100.7989163,100.2680788,-0.138564376,0.23775313,0.095082558,-0.867659728
453284,36,3.091600803,5.358774725,7.625948647,2.885494083,8.862588968,1.030533601,0.25443787,1.305342561,0.299212598,0.8462,0.386363636,0.219696969,0.393939393,0.98076923,0.096153846,0.078431372,4.063159429,4.255136522,81.43469101,97.93216292,94.44747191,-1.837141837,-0.009191224,0.099197427,-0.439409235
445926,37,2.024997441,3.374995735,10.46248678,2.699996588,6.412491897,0,0.195876289,1.012498721,0.287878788,0.7407,0.439393939,0.227272727,0.333333333,1.318181818,0,0.034482758,1.745032108,3.12968859,97.74178744,108.0388889,103.1019324,-2.559364934,-1.766583225,-0.051946522,-0.654770662
518489,33,1.5,5.25,6.75,3,9,1.5,0.260869565,1.333333333,0.285714286,0.8333,0.567567567,0.135135135,0.297297297,1.909090909,0.181818181,0.095238095,4.836696974,4.150146777,100.7593909,100.5177665,99.73654822,-1.993195449,1.928534878,0.399675116,0.419333837
461325,36,3.197372674,0.35526363,7.460536239,3.907899935,7.81579987,1.065790891,0.226804124,1.302633312,0.260273973,0.7547,0.256756756,0.202702702,0.54054054,0.475,0.075,0,4.70950604,5.01184087,89.46642157,93.55294118,93.36789216,-0.093431129,0.134445114,0.124027556,0.097004592
448855,36,5.73575447,5.455961569,8.253890578,6.155443821,8.953372831,0.839378703,0.253968254,1.678757406,0.310160428,0.6725,0.47150259,0.207253886,0.321243523,1.467741935,0.096774193,0.065934065,4.739979363,5.140782494,99.68984899,94.4613255,94.30922819,-1.03559704,-0.439626958,0.136965989,0.175540197
475479,34,0.964286043,3.857144171,12.53571856,2.892858128,7.714288342,0,0.235294118,1.17857183,0.380952381,0.8333,0.38095238,0.238095238,0.38095238,1,0,0.125,1.670029797,2.742543624,96.29171598,99.45443787,101.0650888,-1.501757781,-1.193640949,0.188017211,-1.00350841
543507,31,3.590423711,5.601060989,11.92020672,3.446806762,7.898932163,1.436169484,0.227272727,1.260637658,0.302013423,0.7692,0.363057324,0.152866242,0.484076433,0.75,0.131578947,0.105263157,3.744498101,3.215503947,110.74906,100.8128917,106.5840645,0.0452639,-0.128864244,0.081443047,-0.900754246
542585,32,3.648646768,3.210809156,9.048643984,4.524321992,7.443239406,0.875675224,0.22173913,1.329729044,0.277777778,0.6701,0.457317073,0.207317073,0.335365853,1.363636363,0.109090909,0.066666666,4.126786571,4.296418084,103.9233583,98.15506567,100.2945591,-1.27575701,0.01188229,0.090228011,-0.075937924
518553,35,3.424392028,3.424392028,8.429272685,5.400002814,8.034150528,0.263414771,0.233716475,1.492683705,0.302564103,0.7224,0.497435897,0.169230769,0.333333333,1.492307692,0.03076923,0.175257731,3.740762312,4.789740981,90.56199352,96.02017828,97.2834684,-1.924470835,-0.43768996,0.183227701,0.151032547
542960,35,6.3,2.1,9.9,5.4,9,1.5,0.25,1.6,0.304878049,0.5476,0.430232558,0.139534883,0.430232558,1,0.135135135,0.162162162,5.036696974,4.500646766,85.70880829,98.63108808,97.9328152,1.011984578,-0.296491342,-0.021046226,-0.480940092
518886,33,2.262568627,0.905027451,15.08379085,3.469271895,4.675975162,0.905027451,0.148325359,0.905027451,0.242718447,0.7819,0.302752293,0.220183486,0.47706422,0.634615384,0.115384615,0.03030303,2.432600533,2.227425666,121.9793296,98.50389012,108.446867,0.467849642,-1.036173169,-0.106310038,-1.605722615
517008,32,4.153846154,4.984615385,8.030769231,3.184615385,9.415384615,1.107692308,0.258555133,1.4,0.304568528,0.6444,0.536945812,0.177339901,0.285714285,1.879310344,0.137931034,0.091743119,4.231568769,3.981164485,101.9009991,96.33024523,95.16775658,-0.12958271,-0.405875141,0.084188645,-0.526089127
502624,33,6.171410747,4.62855806,6.171410747,2.31427903,9.25711612,0,0.266666667,1.285710572,0.324324324,0.4667,0.333333333,0.222222222,0.444444444,0.75,0,0,2.570032041,4.644969651,92.9654321,101.9246914,100.2938272,-1.517316831,-2.491342558,-0.2505935,-0.387396405
465657,37,5.062504569,1.446429877,9.642865846,2.892859754,9.4017942,1.446429877,0.267123288,1.366072662,0.33,0.711,0.323809523,0.257142857,0.419047619,0.772727272,0.136363636,0.029411764,4.161102631,3.705462635,100.3254251,99.75631189,101.1992806,0.589405458,-0.306599172,-0.027515387,-0.908412868
472610,34,3.24000309,2.430002317,9.180008755,2.16000206,6.750006437,0.540000515,0.198412698,0.990000944,0.255555556,0.7051,0.456521739,0.217391304,0.326086956,1.4,0.066666666,0.071428571,2.720029879,3.358760453,108.1848303,99.60978044,105.0073852,-1.600249086,-0.980618687,-0.208275836,-0.841313541
453178,36,3.195268075,0.798817019,9.905331033,2.715977864,7.189353169,1.917160845,0.215311005,1.100592337,0.244444444,0.911,0.232876712,0.226027397,0.54109589,0.430379746,0.151898734,0.029411764,4.749912856,3.711289781,111.4474469,106.4799679,106.776336,0.130240909,0.545785474,0.054097021,-0.536092198
519151,32,2.25,2.953125,11.390625,1.828125,6.890625,0.5625,0.206751055,0.96875,0.296052632,0.7624,0.554838709,0.167741935,0.277419354,2,0.093023255,0.058139534,2.060655308,2.419117417,138.9413249,105.1564669,116.9806519,-1.301417714,-0.555187078,-0.010546809,-0.804262081
453268,36,5.208119004,3.700505608,10.96446106,4.934007477,9.456847664,1.096446106,0.264367816,1.598983905,0.352601156,0.7044,0.424581005,0.262569832,0.312849162,1.357142857,0.142857142,0.052631578,4.281704832,4.004292589,100.8865178,96.49536807,98.52009926,0.750887293,-0.532818856,0.124282441,-0.744918464
543339,34,3.309675383,4.35483603,13.06450809,2.787095059,6.967737648,1.39354753,0.206185567,1.083870301,0.288288288,0.7589,0.296610169,0.194915254,0.508474576,0.583333333,0.133333333,0.057142857,3.208739961,2.652783123,126.4283697,103.1964818,109.0556169,0.755253044,-0.702288926,0.001071421,-1.186425236
518813,35,4.850296631,3.395207642,8.568857382,4.203590414,7.922151165,1.455088989,0.226851852,1.34730462,0.25974026,0.694,0.416149068,0.204968944,0.378881987,1.098360655,0.147540983,0.119402985,4.822723975,4.400637045,111.8703815,95.64708835,101.6782129,-0.385145215,0.352358626,-0.024445565,-0.240260934
489334,37,2.800831117,3.809130319,8.738593085,1.120332447,7.394194148,1.456432181,0.216393443,0.946058511,0.247663551,0.8717,0.526785714,0.151785714,0.321428571,1.638888888,0.180555555,0.093220338,3.817333499,3.027663302,94.47759796,105.5740204,100.1010221,-1.491780688,-0.04258164,-0.145561901,-1.084448001
543351,33,2.531253998,2.953129665,11.39064299,4.218756664,5.906259329,0.843751333,0.184210526,1.125001777,0.255319149,0.8491,0.276595744,0.191489361,0.531914893,0.52,0.08,0,3.263780456,3.596037353,106.8842818,97.79430894,101.2067751,-1.121800144,-0.38983359,0.06979363,-0.453122637
451584,35,6.749994971,2.320310771,8.015619028,4.007809514,9.281243085,1.687498743,0.26035503,1.4765614,0.292682927,0.5948,0.348837209,0.209302325,0.441860465,0.789473684,0.140350877,0.066666666,5.302841219,4.619652934,95.49582245,94.66122715,95.82049608,0.73469713,-0.280916447,-0.144366923,-0.580216914
461872,35,9.486481596,5.108105475,6.567564182,0.729729354,14.59458707,2.918917414,0.37037037,1.702701825,0.390243902,0.5488,0.272727272,0.34090909,0.386363636,0.705882352,0.235294117,0,6.413271879,4.306031613,91.93266332,104.0035176,101.4899497,4.02138305,-0.371384647,-0.217646837,-1.463900656
543521,34,1.903846154,5.192307692,10.73076923,1.903846154,7.269230769,0.519230769,0.21761658,1.019230769,0.3046875,0.7874,0.4453125,0.1875,0.3671875,1.212765957,0.063829787,0.070175438,2.285414923,2.84062284,117.3211634,105.1826733,110.2899752,-1.725462009,-0.688177973,0.050143872,-0.759698758
543883,34,0.710524426,4.263146554,6.394719831,3.552622128,4.263146554,0.710524426,0.146341463,0.868418742,0.161290323,1,0.193548387,0.193548387,0.612903225,0.315789473,0.052631578,0,4.196343367,5.342527681,94.12747253,103.1642857,103.7087912,-3.236171417,0.761935413,0.054615733,1.120828877
543475,30,2.076923077,6.230769231,4.153846154,2.076923077,5.538461538,0,0.173913043,0.846153846,0.2,0.7273,0.368421052,0.184210526,0.447368421,0.823529411,0,0,2.939261077,5.184039491,87.48678161,94.82758621,92.67068966,-4.587208941,-0.687193796,-0.243589278,0.643921975
519326,32,2.6079561,4.60227547,8.897732576,3.375002012,7.056822388,1.227273459,0.211009174,1.1590916,0.25,0.8333,0.348101265,0.170886075,0.481012658,0.72368421,0.105263157,0.109090909,4.19275819,4.056338616,109.7685071,99.37657828,102.8582227,-1.412370126,0.419268604,0.113576311,-0.142858318
458676,34,9.719980348,2.699994541,9.17998144,5.399989082,12.41997489,2.699994541,0.319444444,1.979995997,0.36,0.6207,0.272727272,0.254545454,0.472727272,0.576923076,0.192307692,0.066666666,7.370021816,4.961299971,80.83382353,93.555,91.19,4.171391672,-0.160919836,-0.061814691,-1.020939798
542914,33,3.729283733,4.475140479,8.353595562,3.580112384,8.055252863,1.491713493,0.23580786,1.292818361,0.26993865,0.7313,0.441860465,0.215116279,0.343023255,1.288135593,0.169491525,0.144736842,4.81091515,4.171750731,104.9201064,99.36287234,100.5443617,-0.882501166,0.582088435,0.069112991,-0.268959053
543766,33,3.491380918,6.051726924,8.262934839,4.422415829,8.030176111,1.163793639,0.233898305,1.383621327,0.275700935,0.7979,0.454954954,0.238738738,0.306306306,1.485294117,0.147058823,0.02970297,4.527789554,4.461944491,108.7355572,95.20909091,99.35447214,-1.824533316,0.657888629,0.175128343,0.081532621
502085,36,4.909090909,4.090909091,12.27272727,2.454545455,9,1.636363636,0.25,1.272727273,0.333333333,0.625,0.413793103,0.275862068,0.310344827,1.333333333,0.222222222,0,3.624575762,2.75825516,121.6589744,105.6989744,110.2928205,1.75375892,-0.472595809,-0.047443495,-1.283728993
502179,34,3.422530338,3.802811487,7.605622974,1.521124595,6.845060677,1.140843446,0.197802198,0.929576141,0.220588235,0.6742,0.323943661,0.183098591,0.492957746,0.657142857,0.085714285,0,3.634818378,3.96875876,110.0083799,103.1494413,104.7692737,-0.927310055,-0.529644249,-0.190611531,-0.329527075
500610,32,4.111672898,2.878171028,8.497457322,2.741115265,7.263955452,1.096446106,0.216326531,1.111674524,0.257142857,0.6535,0.342541436,0.160220994,0.497237569,0.688888888,0.088888888,0.064516129,3.961908051,4.006057739,95.13124424,97.82958525,96.70119816,-0.661945649,-0.763713289,-0.150753851,-0.657119551
502522,34,6.157894737,4.263157895,6.157894737,2.842105263,9.473684211,2.368421053,0.266666667,1.368421053,0.263157895,0.7143,0.3,0.25,0.45,0.666666666,0.185185185,0.111111111,6.485819781,4.938884964,91.49627119,102.4040678,99.34610169,0.319338802,0.669082087,-0.126848745,-0.31191232
491624,36,5.869565217,2.543478261,8.804347826,2.739130435,12.13043478,1.565217391,0.317948718,1.652173913,0.38028169,0.6839,0.48,0.253333333,0.266666666,1.8,0.2,0.138888888,4.452639003,3.725652349,84.12443857,96.69194188,94.29220608,1.997997659,-0.503164172,0.03739434,-1.300816656
458708,36,6.5675718,6.2027067,6.75000435,0.91216275,12.58784595,1.8243255,0.325471698,1.500000967,0.357575758,0.6393,0.333333333,0.235632183,0.431034482,0.773333333,0.133333333,0.051724137,4.670031274,4.20804657,91.26861042,103.0895782,99.17617866,1.61483479,-0.973314157,-0.079374814,-1.10638259
571735,33,6.845060677,4.183092636,6.464779528,3.04224919,10.64787216,1.521124595,0.291666667,1.521124595,0.32,0.5732,0.415584415,0.272727272,0.311688311,1.333333333,0.166666666,0.125,5.071436051,4.619131047,86.49221411,98.513382,93.27737226,0.357562907,-0.707422759,-0.15088427,-0.719640129
523260,33,2.863636364,3.272727273,10.22727273,3.068181818,5.727272727,0.613636364,0.171779141,0.977272727,0.227272727,0.7243,0.589285714,0.196428571,0.214285714,2.75,0.125,0.075757575,3.079121217,3.09076384,117.8476728,98.02242595,103.7610719,-0.731659465,-1.155118363,-0.171883975,-0.859702707
572070,33,3.417725892,2.734180714,9.569632499,4.101271071,8.202542142,0.341772589,0.237623762,1.367090357,0.319444444,0.578,0.493150684,0.178082191,0.328767123,1.5,0.041666666,0.111111111,2.904207183,3.950626214,105.4016279,101.9806977,104.2481395,-1.154683155,-0.830152605,0.128817804,-0.1497182
489265,38,4.670267863,3.502700897,8.756752243,3.064863285,8.17296876,1.313512836,0.237288136,1.248648005,0.281437126,0.6928,0.375,0.181818181,0.443181818,0.846153846,0.115384615,0.075757575,4.240300026,3.981754368,101.6055769,97.92817308,98.94038462,-0.314405121,-0.376137938,-0.086536607,-0.630854938
445213,36,6.279062387,3.767437432,6.906968625,2.511624955,13.81393725,1.883718716,0.34375,1.813951356,0.38,0.6951,0.58490566,0.207547169,0.207547169,2.818181818,0.272727272,0.080645161,5.297934783,3.775746071,90.06076459,101.0963783,98.80643863,3.571705988,0.258359229,0.192342019,-0.648685299
502202,33,3.340204347,6.26288315,11.55154003,3.479379528,6.123707969,1.113401449,0.187234043,1.067009722,0.25,0.768,0.374149659,0.197278911,0.428571428,0.873015873,0.126984126,0.036363636,3.649411487,3.228065587,101.6182796,98.0255132,99.19560117,-0.950449109,-0.783071447,-0.093497772,-1.121460694
543901,30,12.1034443,5.58620506,7.448273413,3.724136706,13.96551265,4.655170883,0.375,1.965516595,0.37037037,0.5385,0.53125,0.21875,0.25,2.125,0.625,0.176470588,9.790717786,4.292300196,81.04112723,95.57412946,83.8300558,5.876246617,2.006606804,-0.264649757,-1.476659833
571946,30,9.236817533,2.131573277,5.684195405,7.815768682,11.36839081,2.131573277,0.32,2.131573277,0.333333333,0.6303,0.38095238,0.214285714,0.404761904,0.94117647,0.176470588,0.0625,7.827912653,6.651667037,105.9989011,96.3970696,98.56923077,0.297936419,1.567321075,0.258718485,1.117742725
572193,33,2.788044923,4.255436988,10.85870128,2.788044923,5.135872227,0.586956826,0.161290323,0.880435239,0.223021583,0.7443,0.439716312,0.127659574,0.432624113,1.016393442,0.06557377,0.048387096,2.729812688,3.077432764,99.68552848,100.9499423,99.50927391,-1.912478044,-1.407639949,-0.224709857,-1.048764465
541640,31,5.73749275,2.699996588,6.749991471,1.687497868,8.099989765,1.349998294,0.233009709,1.087498626,0.253164557,0.5328,0.373493975,0.156626506,0.469879518,0.794871794,0.102564102,0,4.295028886,4.236599616,104.3007653,107.815051,103.767602,-0.425697778,-0.932909159,-0.293716825,-0.382984784
573668,30,2.475,6.525,9.675,4.5,6.075,0.9,0.186206897,1.175,0.234693878,0.8525,0.53,0.15,0.32,1.65625,0.125,0.113207547,3.970030308,4.002692976,102.1761398,92.81079027,97.13161094,-2.701807893,0.207465433,0.052037917,-0.364439474
571710,31,3.352941176,5.294117647,9.529411765,4.764705882,7.588235294,1.235294118,0.229946524,1.37254902,0.285714286,0.8039,0.363636363,0.265151515,0.371212121,0.979591836,0.142857142,0.020833333,4.542579327,4.293700096,100.8962296,97.21342088,102.7901411,-1.825160525,0.873705283,0.183574789,-0.031909355
519076,32,1.975612192,3.621955685,13.50001664,3.621955685,4.280493082,0,0.139784946,0.878049863,0.25,0.7143,0.372549019,0.176470588,0.450980392,0.826086956,0,0,1.816370102,2.665850297,123.6814969,89.54490644,100.008316,-0.945292028,-1.962493325,-0.15085544,-1.264592353
571800,30,1.760873435,4.108704681,4.695662493,4.108704681,6.456535928,0,0.20754717,1.173915623,0.244444444,0.7778,0.454545454,0.159090909,0.386363636,1.176470588,0,0,3.496117981,5.567022972,90.40353982,96.35044248,94.47433628,-5.171697084,0.362107055,0.140785631,1.224196427
572888,32,7.225354199,3.4225362,9.126763199,5.323945199,9.507044999,2.2816908,0.263157895,1.6478878,0.292307692,0.6936,0.352112676,0.197183098,0.450704225,0.78125,0.1875,0.08,6.719327107,4.778057804,91.91773504,94.9758547,95.97478632,1.474094264,0.504593324,-0.018971173,-0.577856726
594985,32,5.558840057,2.382360024,6.352960065,1.588240016,9.529440098,2.382360024,0.266666667,1.23529779,0.264705882,0.678,0.378378378,0.162162162,0.459459459,0.823529411,0.176470588,0.214285714,6.258274784,4.42435269,40.62525253,101.5707071,81.19646465,0.477245863,-0.436565775,-0.315022989,-1.456087293
594987,30,0.669422015,2.900828733,8.256204854,2.231406717,4.239672763,0.223140672,0.141791045,0.719008831,0.1875,0.9091,0.628865979,0.113402061,0.257731958,2.44,0.04,0.049180327,2.475814885,3.061636317,103.8599309,100.8222798,102.1274611,-4.399856695,-0.307900446,-0.173445935,-0.207120456
519443,32,5.464285714,4.5,8.035714286,6.75,11.57142857,1.285714286,0.313043478,2.035714286,0.372093023,0.7198,0.443181818,0.261363636,0.295454545,1.5,0.153846153,0.102564102,5.491458879,5.422573678,78.3198951,95.59680281,89.81385894,-0.046600273,0.489194894,0.457480737,0.274500365
570632,29,5.094329906,5.603762897,6.622628878,2.547164953,10.6980928,1.018865981,0.291666667,1.471695306,0.333333333,0.6897,0.491525423,0.20338983,0.305084745,1.611111111,0.111111111,0.068965517,4.019085292,4.252134547,90.10357143,93.56571429,91.54107143,-1.085862605,-0.735860029,0.007631208,-0.752939824
592390,32,5.586206713,2.948275765,12.87930992,3.724137809,6.982758391,1.862068904,0.207373272,1.189655133,0.270491803,0.5904,0.261194029,0.201492537,0.537313432,0.486111111,0.166666666,0.057142857,4.342444062,3.108308824,118.2304854,102.6329259,109.2805339,1.922486661,-0.70737855,-0.171221408,-1.239551449
592426,29,1.979056603,4.099474393,9.895283017,4.099474393,6.361253368,0.848167116,0.195652174,1.162303085,0.253246753,0.9024,0.525316455,0.170886075,0.303797468,1.729166666,0.125,0.108433734,3.656941059,3.754759148,120.1020893,95.64330484,104.1288699,-2.526282131,0.614822546,0.150876562,-0.191360036
570663,30,4.434782609,3.652173913,9.913043478,4.826086957,7.565217391,1.043478261,0.22745098,1.376811594,0.292397661,0.6869,0.431818181,0.176136363,0.392045454,1.101449275,0.115942028,0.078947368,4.30046509,4.20609127,104.5130027,97.17423256,100.4405641,-1.032404706,-0.052224519,0.058995649,-0.287481271
593576,32,3.632288735,4.358746482,11.86547654,3.874441318,6.659196015,1.452915494,0.200729927,1.170404148,0.262195122,0.7682,0.471264367,0.126436781,0.40229885,1.171428571,0.171428571,0.170731707,4.084828952,3.273216371,106.7386419,101.2039612,105.1499596,-0.530053316,0.064840168,-0.025510891,-0.963735905
455119,35,3.946156741,2.284617061,6.853851182,1.24615476,10.17693054,0.83076984,0.284883721,1.2692317,0.333333333,0.7252,0.489051094,0.204379562,0.306569343,1.595238095,0.095238095,0.029850746,3.470030528,3.753865803,94.35166163,108.2793051,103.3456193,-1.020439202,-0.629258057,0.030222235,-0.575899445
592094,29,5.906231342,5.906231342,16.03119936,5.062484007,8.437473346,0.843747335,0.243902439,1.499995261,0.428571429,0.6818,0.363636363,0.136363636,0.5,0.727272727,0.09090909,0,3.357529715,2.896482377,105.3087963,90.49259259,91.71064815,2.52992238,-2.284152387,-0.061464497,-1.737595084
593140,28,7.199998981,2.699999618,9.899998599,3.149999554,11.69999834,1.799999745,0.313253012,1.649999766,0.385964912,0.5839,0.262295081,0.262295081,0.475409836,0.551724137,0.137931034,0.125,4.620030103,3.953155997,95.42945946,101.9905405,102.8316216,2.40595232,-0.881668746,-0.037217001,-1.163160395
542882,31,5.213796533,4.468968457,9.310350951,2.420691247,12.10345624,1.303449133,0.317073171,1.613794165,0.391891892,0.651,0.444444444,0.222222222,0.333333333,1.333333333,0.137254901,0.073529411,4.038996397,3.662890781,86.38210526,100.3812865,95.64128655,1.558217505,-0.988405621,0.135090903,-1.280749326
554340,30,4.213877618,3.589599452,9.364172484,2.809251745,7.647407528,1.248556331,0.224770642,1.16185103,0.273333333,0.6162,0.4,0.24516129,0.354838709,1.127272727,0.145454545,0.016129032,3.881013774,3.608820753,113.6861327,105.7353804,107.1352207,-0.622952063,-0.272701351,-0.061586656,-0.507112877
593619,29,2.673264651,6.415835163,6.950488093,4.009896977,6.683161628,0.267326465,0.208333333,1.188117623,0.258064516,0.7772,0.468085106,0.234042553,0.29787234,1.571428571,0.035714285,0.022727272,3.348247951,4.622857462,111.8609608,100.4224931,100.1199785,-4.091162664,-0.389525756,0.08731426,0.515662205
595465,31,5.218483213,2.268905745,9.075622979,6.806717234,7.260498383,1.134452872,0.21192053,1.563023957,0.254716981,0.7344,0.445454545,0.2,0.354545454,1.256410256,0.128205128,0.040816326,5.741456818,5.209777697,102.9300254,91.1673028,94.85966921,-0.427165858,0.38896125,0.118847928,0.151552342
605359,31,5.597567876,4.939030479,8.560986164,2.963418287,9.219523561,1.646343493,0.269230769,1.353660205,0.315068493,0.6667,0.407894736,0.171052631,0.421052631,0.96875,0.15625,0.064516129,4.633446746,3.945510538,87.27287356,102.5278161,97.3662069,-0.811422599,-0.24850771,-0.086107006,-0.767937933
606930,31,6.279062387,4.395343671,10.36045294,3.453484313,9.732546699,2.197671835,0.267241379,1.465114557,0.315789474,0.6928,0.43902439,0.170731707,0.390243902,1.125,0.21875,0.111111111,5.297934783,3.674383665,114.3287719,100.6736842,102.8201754,1.40626495,0.166238133,-0.028012635,-1.016696545
607359,33,3.826774527,4.889767451,10.20473207,3.188978773,7.653549054,0.850394339,0.229299363,1.204725314,0.304761905,0.6828,0.412844036,0.201834862,0.3853211,1.071428571,0.095238095,0.088888888,3.193652373,3.469957115,101.7254623,98.28534851,97.88207681,-1.233227439,-0.969598947,-0.055717764,-0.877693825
607625,31,3.496405277,4.079139489,10.68346057,3.690650014,7.964034241,1.165468426,0.234285714,1.294964917,0.307017544,0.8175,0.415254237,0.245762711,0.33898305,1.225,0.15,0.102040816,3.774347269,3.543040049,101.5521918,101.5828767,101.8338356,-1.040122179,-0.084585721,0.07478398,-0.757629934
595014,33,1.99078439,6.843321341,10.57604207,3.110600609,5.723505121,0.622120122,0.178294574,0.981567303,0.244047619,0.806,0.52601156,0.173410404,0.300578034,1.75,0.096153846,0.076923076,2.879707584,3.147997366,115.9962282,103.9293468,109.3363385,-2.563414402,-0.357056623,-0.010793671,-0.461293261
605541,31,5.5,3.5,5.5,5.5,8.5,0.5,0.25,1.555555556,0.285714286,0.6294,0.47368421,0.192982456,0.333333333,1.421052631,0.052631578,0,4.836696974,5.732189179,91.95723077,92.53323077,88.70953846,-2.34883058,-0.516967379,0.057235994,0.556225411
607560,32,4.037379579,6.056069369,7.822422935,3.532707132,7.065414263,1.514017342,0.212121212,1.177569044,0.231578947,0.7865,0.418367346,0.193877551,0.387755102,1.078947368,0.157894736,0.073170731,4.964421232,4.346775354,97.20569745,97.46286837,102.0860511,-2.035870097,0.788079852,-0.080692365,-0.205223267
606160,30,6.38513925,4.92567885,7.662167099,3.10135335,10.76352045,0.7297302,0.290640394,1.540541533,0.350318471,0.5438,0.550632911,0.164556962,0.284810126,1.933333333,0.088888888,0.091954022,3.859219941,4.055766512,98.46963396,105.8380433,103.2970483,0.141256259,-1.520650998,-0.03193035,-0.594717975
